BalancePlatform,AccountHolder,BalanceAccount,AccountHolder Reference,AccountHolder Description,BalanceAccount Reference,BalanceAccount Description,Transfer Id,Transaction Id,Booking date,Booking date TimeZone,Value date,Value date TimeZone,Category,Type,Status,Currency,Balance (PC),Rolling Balance,Reference,Description,Counterparty Balance Account Id,Psp Payment Merchant Reference,Psp Payment Psp Reference,Payout Date
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,TECH-GADGETS-001,Tech Gadgets Store,BA-TECH-001,Tech Gadgets - Main Account,002UU90NPH4ZX7AJ,T02UUA0G40RE054O,2024-07-31 07:00:00,EST,2024-07-31 07:00:00,EST,bank,bankTransfer,booked,USD,-2686.37,0,PAYOUT-TECH-GADGETS-001-2024-07-31,Payout batch for Tech Gadgets Store,,,,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CRM0DSUX4QU1V,T02CRO03JLMD4SYA,2024-07-29 08:17:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,24.17,24.17,GREEN-GARDEN-001-ORD-29-046,Order GREEN-GARDEN-001-ORD-29-046,,GREEN-GARDEN-001-ORD-29-046,P02CRN0A2MPQ1F6E,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQJ06P3MTY4M1,T02CQL0YGXV5JLLE,2024-07-29 08:37:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,41.73,65.9,GREEN-GARDEN-001-ORD-29-033,Order GREEN-GARDEN-001-ORD-29-033,,GREEN-GARDEN-001-ORD-29-033,P02CQK0YRQLPMORI,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CRS06BHVVJZGQ,T02CRU0K0GSM9IEC,2024-07-29 08:48:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,20.73,86.63,GREEN-GARDEN-001-ORD-29-048,Order GREEN-GARDEN-001-ORD-29-048,,GREEN-GARDEN-001-ORD-29-048,P02CRT0UAUB99KTQ,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CP105Z3SEKP4L,T02CP30QGBT86E0A,2024-07-29 09:46:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,9.73,96.36,GREEN-GARDEN-001-ORD-29-015,Order GREEN-GARDEN-001-ORD-29-015,,GREEN-GARDEN-001-ORD-29-015,P02CP20HXDSFTPMH,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CRP0TWQ9TQ2ZJ,T02CRR0TEYIY3I0Z,2024-07-29 09:52:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,29.1,125.46,GREEN-GARDEN-001-ORD-29-047,Order GREEN-GARDEN-001-ORD-29-047,,GREEN-GARDEN-001-ORD-29-047,P02CRQ063L2VE17B,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002COP0Y59CDGLGH,T02COR0O94YXCB7Q,2024-07-29 10:10:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,27.44,152.9,GREEN-GARDEN-001-ORD-29-011,Order GREEN-GARDEN-001-ORD-29-011,,GREEN-GARDEN-001-ORD-29-011,P02COQ0GA9UD8BDJ,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CS40SK2SN4F6B,T02CS60TQNZ6A88M,2024-07-29 10:14:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,35.05,187.95,GREEN-GARDEN-001-ORD-29-052,Order GREEN-GARDEN-001-ORD-29-052,,GREEN-GARDEN-001-ORD-29-052,P02CS50UQ3WZ3MQ2,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQ70X1C7FWQKG,T02CQ9095PY0MQSE,2024-07-29 10:17:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,24.89,212.84,GREEN-GARDEN-001-ORD-29-029,Order GREEN-GARDEN-001-ORD-29-029,,GREEN-GARDEN-001-ORD-29-029,P02CQ80XCV47NLHY,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002COY0U6ZH80W1T,T02CP00X1GL9H0O7,2024-07-29 10:21:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,17.38,230.22,GREEN-GARDEN-001-ORD-29-014,Order GREEN-GARDEN-001-ORD-29-014,,GREEN-GARDEN-001-ORD-29-014,P02COZ0RNCURR1BS,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CNY098TBWTOKY,T02CO00J110ESR6Z,2024-07-29 10:30:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,44.45,274.67,GREEN-GARDEN-001-ORD-29-002,Order GREEN-GARDEN-001-ORD-29-002,,GREEN-GARDEN-001-ORD-29-002,P02CNZ0NQI2NTH89,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQV00OFU88VAB,T02CQX0ZRT18AN37,2024-07-29 10:31:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,10.1,284.77,GREEN-GARDEN-001-ORD-29-037,Order GREEN-GARDEN-001-ORD-29-037,,GREEN-GARDEN-001-ORD-29-037,P02CQW0Y9I08P0UW,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQ108KY0O2VTI,T02CQ302F7EVI4XW,2024-07-29 10:45:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,32.53,317.3,GREEN-GARDEN-001-ORD-29-027,Order GREEN-GARDEN-001-ORD-29-027,,GREEN-GARDEN-001-ORD-29-027,P02CQ205REPONU06,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CRG0DOKRZKSD5,T02CRI0EX5RYBDFF,2024-07-29 10:54:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,21.78,339.08,GREEN-GARDEN-001-ORD-29-044,Order GREEN-GARDEN-001-ORD-29-044,,GREEN-GARDEN-001-ORD-29-044,P02CRH0TEEYW72TE,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CRY0LSJMVRILN,T02CS00NR2BS5P5Z,2024-07-29 11:07:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,46.94,386.02,GREEN-GARDEN-001-ORD-29-050,Order GREEN-GARDEN-001-ORD-29-050,,GREEN-GARDEN-001-ORD-29-050,P02CRZ0QTEMQ5QCQ,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CRD0NRWTNMEGE,T02CRF0WAR6X0AQR,2024-07-29 11:15:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,21.34,407.36,GREEN-GARDEN-001-ORD-29-043,Order GREEN-GARDEN-001-ORD-29-043,,GREEN-GARDEN-001-ORD-29-043,P02CRE04LLWUE2MM,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPJ013LNZXZRH,T02CPL04WIEYG7MY,2024-07-29 11:16:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,38.67,446.03,GREEN-GARDEN-001-ORD-29-021,Order GREEN-GARDEN-001-ORD-29-021,,GREEN-GARDEN-001-ORD-29-021,P02CPK0M1895MNPD,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPM0X5F96U0XZ,T02CPO0MCML8MZI9,2024-07-29 11:23:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,15.47,461.5,GREEN-GARDEN-001-ORD-29-022,Order GREEN-GARDEN-001-ORD-29-022,,GREEN-GARDEN-001-ORD-29-022,P02CPN00C51P4DR7,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQG0IKWIQ1ZRE,T02CQI08ZZR4ONQJ,2024-07-29 11:39:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,46.08,507.58,GREEN-GARDEN-001-ORD-29-032,Order GREEN-GARDEN-001-ORD-29-032,,GREEN-GARDEN-001-ORD-29-032,P02CQH018A0MBHKJ,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002COM0TYELOESNK,T02COO02G9C42PU7,2024-07-29 12:03:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,26.19,533.77,GREEN-GARDEN-001-ORD-29-010,Order GREEN-GARDEN-001-ORD-29-010,,GREEN-GARDEN-001-ORD-29-010,P02CON09ZFI61IZ3,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CO10JSMYXLX1A,T02CO30JGJZA0PI7,2024-07-29 12:14:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,46.51,580.28,GREEN-GARDEN-001-ORD-29-003,Order GREEN-GARDEN-001-ORD-29-003,,GREEN-GARDEN-001-ORD-29-003,P02CO20B6T7N001T,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CR70XFHA6MAVC,T02CR90X4560JKJ9,2024-07-29 12:51:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,44.02,624.3,GREEN-GARDEN-001-ORD-29-041,Order GREEN-GARDEN-001-ORD-29-041,,GREEN-GARDEN-001-ORD-29-041,P02CR805GLOT7HQM,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQY0BXPQ4O3ES,T02CR00O751AZVN4,2024-07-29 12:58:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,35.98,660.28,GREEN-GARDEN-001-ORD-29-038,Order GREEN-GARDEN-001-ORD-29-038,,GREEN-GARDEN-001-ORD-29-038,P02CQZ0C15LHPYFQ,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CS10Q7WPAJZHY,T02CS30AG49O4VSZ,2024-07-29 13:35:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,44.51,704.79,GREEN-GARDEN-001-ORD-29-051,Order GREEN-GARDEN-001-ORD-29-051,,GREEN-GARDEN-001-ORD-29-051,P02CS20MFT3CJSFT,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CRJ0JQWJS4IJH,T02CRL0BES6U61KX,2024-07-29 14:10:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,30.29,735.08,GREEN-GARDEN-001-ORD-29-045,Order GREEN-GARDEN-001-ORD-29-045,,GREEN-GARDEN-001-ORD-29-045,P02CRK06X0W90CP1,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPG0HLIQ5UVDY,T02CPI07F5YEXHJP,2024-07-29 14:35:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,18.97,754.05,GREEN-GARDEN-001-ORD-29-020,Order GREEN-GARDEN-001-ORD-29-020,,GREEN-GARDEN-001-ORD-29-020,P02CPH08K9FSNJAD,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQD0ZJGRJBMFB,T02CQF0LDM1MJD44,2024-07-29 14:58:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,29.75,783.8,GREEN-GARDEN-001-ORD-29-031,Order GREEN-GARDEN-001-ORD-29-031,,GREEN-GARDEN-001-ORD-29-031,P02CQE064W85GH7M,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPV0KOPDKU1VV,T02CPX06HDN6GSN0,2024-07-29 15:07:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,14.57,798.37,GREEN-GARDEN-001-ORD-29-025,Order GREEN-GARDEN-001-ORD-29-025,,GREEN-GARDEN-001-ORD-29-025,P02CPW0JOI06U73R,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPS0EFKQ9ZFVZ,T02CPU0N970PJNGR,2024-07-29 15:10:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,36.83,835.2,GREEN-GARDEN-001-ORD-29-024,Order GREEN-GARDEN-001-ORD-29-024,,GREEN-GARDEN-001-ORD-29-024,P02CPT01DZ6MGH0S,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002COA0IW5GNMURU,T02COC0PG5VKJNZ5,2024-07-29 15:17:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,29.81,865.01,GREEN-GARDEN-001-ORD-29-006,Order GREEN-GARDEN-001-ORD-29-006,,GREEN-GARDEN-001-ORD-29-006,P02COB0RH9T77B6M,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPP0J1DB1850Q,T02CPR09BKMU2JO0,2024-07-29 15:36:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,12,877.01,GREEN-GARDEN-001-ORD-29-023,Order GREEN-GARDEN-001-ORD-29-023,,GREEN-GARDEN-001-ORD-29-023,P02CPQ0BLTI387J1,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPD0YN8SP5U7J,T02CPF0GED0INXQV,2024-07-29 15:45:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,43.53,920.54,GREEN-GARDEN-001-ORD-29-019,Order GREEN-GARDEN-001-ORD-29-019,,GREEN-GARDEN-001-ORD-29-019,P02CPE0CTQD6RWUP,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002COD0QJ6MI5S7J,T02COF0N1MB1TBK6,2024-07-29 16:07:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,40.75,961.29,GREEN-GARDEN-001-ORD-29-007,Order GREEN-GARDEN-001-ORD-29-007,,GREEN-GARDEN-001-ORD-29-007,P02COE0RNHJOAJ36,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002COS0QQVPXVOKZ,T02COU0ONW01HE6U,2024-07-29 16:29:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,32.7,993.99,GREEN-GARDEN-001-ORD-29-012,Order GREEN-GARDEN-001-ORD-29-012,,GREEN-GARDEN-001-ORD-29-012,P02COT0VLZY75464,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQM09MA9PK2EN,T02CQO0FCIX3WXOF,2024-07-29 16:40:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,19.55,1013.54,GREEN-GARDEN-001-ORD-29-034,Order GREEN-GARDEN-001-ORD-29-034,,GREEN-GARDEN-001-ORD-29-034,P02CQN0HHD0UQL4T,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002COJ0KLJMGDUIN,T02COL0QVKI4L33F,2024-07-29 17:03:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,14.43,1027.97,GREEN-GARDEN-001-ORD-29-009,Order GREEN-GARDEN-001-ORD-29-009,,GREEN-GARDEN-001-ORD-29-009,P02COK05S281X7MA,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CRA0OJIGQXRBB,T02CRC0U5AJDT8P2,2024-07-29 17:20:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,28.74,1056.71,GREEN-GARDEN-001-ORD-29-042,Order GREEN-GARDEN-001-ORD-29-042,,GREEN-GARDEN-001-ORD-29-042,P02CRB0M8E1W2Z8X,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQS05TWL95FBG,T02CQU0IA36YGPIE,2024-07-29 17:36:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,31.43,1088.14,GREEN-GARDEN-001-ORD-29-036,Order GREEN-GARDEN-001-ORD-29-036,,GREEN-GARDEN-001-ORD-29-036,P02CQT0NB8ECSIDS,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CP702M095Q3IC,T02CP90SHZ5NDSN8,2024-07-29 17:40:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,47.45,1135.59,GREEN-GARDEN-001-ORD-29-017,Order GREEN-GARDEN-001-ORD-29-017,,GREEN-GARDEN-001-ORD-29-017,P02CP803H32RWGMR,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CNV06CVD1IPQ0,T02CNX0VCG04JCDD,2024-07-29 18:15:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,21.23,1156.82,GREEN-GARDEN-001-ORD-29-001,Order GREEN-GARDEN-001-ORD-29-001,,GREEN-GARDEN-001-ORD-29-001,P02CNW0S6X9KD1Y7,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CO70AB8CWX7RA,T02CO90B3AIRFPYZ,2024-07-29 18:41:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,33.97,1190.79,GREEN-GARDEN-001-ORD-29-005,Order GREEN-GARDEN-001-ORD-29-005,,GREEN-GARDEN-001-ORD-29-005,P02CO80I6CS67TF5,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQ409FQTAJWDP,T02CQ60R5YYW8CUN,2024-07-29 18:45:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,43.69,1234.48,GREEN-GARDEN-001-ORD-29-028,Order GREEN-GARDEN-001-ORD-29-028,,GREEN-GARDEN-001-ORD-29-028,P02CQ50CC2FAPEOM,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CR40VS6DJL6S7,T02CR604GP8ORMD0,2024-07-29 19:07:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,35.38,1269.86,GREEN-GARDEN-001-ORD-29-040,Order GREEN-GARDEN-001-ORD-29-040,,GREEN-GARDEN-001-ORD-29-040,P02CR502QHQ1FLR3,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPA0HVC6E3EES,T02CPC03WNCFC928,2024-07-29 19:14:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,19.59,1289.45,GREEN-GARDEN-001-ORD-29-018,Order GREEN-GARDEN-001-ORD-29-018,,GREEN-GARDEN-001-ORD-29-018,P02CPB0AIAPNM066,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CR104UWKAXQS7,T02CR3099HUKLB5O,2024-07-29 19:19:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,19.21,1308.66,GREEN-GARDEN-001-ORD-29-039,Order GREEN-GARDEN-001-ORD-29-039,,GREEN-GARDEN-001-ORD-29-039,P02CR2033M78W036,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CPY0B2IMQANE0,T02CQ00BCIJPCUKJ,2024-07-29 19:22:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,15.33,1323.99,GREEN-GARDEN-001-ORD-29-026,Order GREEN-GARDEN-001-ORD-29-026,,GREEN-GARDEN-001-ORD-29-026,P02CPZ0SHRXCAMHD,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CSA0DV9MR0ZDL,T02CSC0MDJQDJYOG,2024-07-29 19:50:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,26.49,1350.48,GREEN-GARDEN-001-ORD-29-054,Order GREEN-GARDEN-001-ORD-29-054,,GREEN-GARDEN-001-ORD-29-054,P02CSB0L856VJFY6,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CO40LMYCSQKFL,T02CO60NLOA43Z9V,2024-07-29 20:06:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,24.61,1375.09,GREEN-GARDEN-001-ORD-29-004,Order GREEN-GARDEN-001-ORD-29-004,,GREEN-GARDEN-001-ORD-29-004,P02CO50N5RTTJZTU,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CS70ODSDHQDQX,T02CS90TYGT5TV7I,2024-07-29 20:29:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,15.19,1390.28,GREEN-GARDEN-001-ORD-29-053,Order GREEN-GARDEN-001-ORD-29-053,,GREEN-GARDEN-001-ORD-29-053,P02CS80U47NADFMQ,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002COG0ATTAUAURI,T02COI08GRLHS61Z,2024-07-29 20:35:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,44.24,1434.52,GREEN-GARDEN-001-ORD-29-008,Order GREEN-GARDEN-001-ORD-29-008,,GREEN-GARDEN-001-ORD-29-008,P02COH0HAX3PCK36,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQP06CHDJDWSA,T02CQR0IRKHZ26JO,2024-07-29 21:05:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,48.38,1482.9,GREEN-GARDEN-001-ORD-29-035,Order GREEN-GARDEN-001-ORD-29-035,,GREEN-GARDEN-001-ORD-29-035,P02CQQ0YT8WC3M20,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CP40W7SZUJMCC,T02CP6076XZY6ASW,2024-07-29 21:18:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,10.29,1493.19,GREEN-GARDEN-001-ORD-29-016,Order GREEN-GARDEN-001-ORD-29-016,,GREEN-GARDEN-001-ORD-29-016,P02CP50VM48TUD3H,2024-07-31 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002CQA0MKFBFAXM6,T02CQC045F96XKK1,2024-07-29 21:21:00,EST,2024-07-31 00:00:00,EST,platformPayment,capture,captured,USD,32.33,1525.52,GREEN-GARDEN-001-ORD-29-030,Order GREEN-GARDEN-001-ORD-29-030,,GREEN-GARDEN-001-ORD-29-030,P02CQB0D3USLQDAD,2024-07-31 07:00:00
